,Question Name, No.of Views, No.of answers, No.of Votes, Question id, Tags, Date 
31043,Cron not running scripts,8000.0,1answer,0,134521, cron automation dyndns,5/9/2012
31046,Can't boot in Ubuntu after windows upgrade,1000.0,2,0,219248, boot grub2 dual-boot boot-failure,11/19/2012
31047,How to remove a default action in thunar?,2000.0,1answer,0,337225, thunar xfce4 thunar-custom-actions,8/25/2013
31048,Chromium/Chrome not working in Ubuntu 14.04,31000.0,5,0,496629, 14.04 google-chrome chromium,7/11/2014
31050,Failed to claim resource 1 boot error,6000.0,2,0,844399, boot dual-boot,11/1/2016
31051,Unable to install Ubuntu on Lenovo Legion y530,2000.0,1answer,0,1073034, 16.04 dual-boot 18.04 live-usb,9/7/2018
31053,HDD recovery tool [closed],6000.0,1answer,0,298131, software-recommendation data-recovery,5/21/2013
31056,Wireless network cannot be enabled for Sony VAIO E series [closed],12000.0,2,0,133566, 12.04 wireless vaio,5/8/2012
31057,Intel Dual Band Wireless-AC 7260 issues in Ubuntu 18.04,2000.0,1answer,0,1034229, networking 18.04 intel-wireless,5/9/2018
31058,18.04 mouse lag / IRQ disabled,1000.0,1answer,0,1067616, 18.04 mouse xfce,8/21/2018
31060,Wireless not recognised on a Compaq Presario CQ57,8000.0,1answer,0,95063, 11.04 wireless drivers ralink presario,1/13/2012
31061,How to enable / use nVidia GeForce 8400 GS,8000.0,2,0,739577, drivers nvidia graphics,2/27/2016
31067,Batch command that reqiures output redirection,2000.0,2,0,165828, bash scripts,7/20/2012
31068,How to enable Intel VT-x? [closed],15000.0,1answer,0,292217, virtualization intel bios,5/7/2013
31069,Apt-get problems and errors : VIM,3000.0,1answer,0,343397, apt dependencies disk,9/9/2013
31070,How to log in using the TTY?,12000.0,2,0,444289, login,4/7/2014
31071,ubuntu dual boot 14.04 dell inspiron - wifi does not work,1000.0,1answer,0,735479, 14.04 wireless dell inspiron,2/16/2016
31076,rf kill unblock all DOES NOT WORK!,11000.0,1answer,0,211035, rfkill,11/2/2012
31077,Asus UX303LA fn brightness keys not working,1000.0,1answer,0,656258, function-keys,8/4/2015
31079,Mount /home directory from SD card in Ubuntu Touch?,1000.0,1answer,0,601354, mount ubuntu-touch fstab mountpoint,3/25/2015
31082,Chromebook install Ubuntu but I can not to start Ubuntu. Acer C7 [duplicate],2000.0,1answer,-1,406328, 12.04 system-installation acer chromebook,1/16/2014
31084,Can't install packages using apt-get install or Software Center,32000.0,1answer,-1,184979, installation updates package-management install-from-source,9/7/2012
31085,Has anyone successfully installed ubuntu on a Lenovo Y410P [duplicate],2000.0,3,-1,433792, 13.10 lenovo system-installation,3/13/2014
31086,Cannot boot back into ChromeOS from Chrubuntu Acer C710-2847,2000.0,1answer,-1,342343, chromeos chrubuntu,9/6/2013
31087,Speaker works but headphones don't,4000.0,2,-1,488692, headphones,6/27/2014
31088,Uninstall NVidia drivers? [duplicate],8000.0,1answer,-1,42310, upgrade xorg nvidia apt uninstall,5/12/2011
31090,TL-WN8200ND wireless adapter is sopported on linux?,9000.0,1answer,-1,685037, networking drivers 15.04 ndiswrapper,10/13/2015
31091,TPLINK WN8200ND usb wifi not working,2000.0,1answer,-1,364091, wireless drivers usb,10/23/2013
31092,Is there a way to disable sound in one program?,4000.0,1answer,16,114122, sound,3/19/2012
31093,Why does Ubuntu Desktop require geoip-database?,2000.0,1answer,16,233096, geoip,12/27/2012
31094,ubuntu 16.04 fstab fails with nobootwait,13000.0,4,15,786928, boot mount fstab,6/14/2016
31095,How are packages suggested and what is the difference between extra and new packages?,2000.0,3,15,100503, apt package-management,2/1/2012
31096,Is there a way to run a script every time I connect to a specifc wireless network?,2000.0,2,14,4699, wireless,9/24/2010
31097,How is my internet browser able to write files into my Downloads file if the default permissions do not allow to write?,2000.0,1answer,14,606560, permissions,4/8/2015
31098,Network settings fail for ubuntu/xenial64 Vagrant box,20000.0,5,14,760871, networking 16.04 vagrant,4/22/2016
31100,Way to measure computer usage via screensaver active/not active time?,3000.0,5,14,41262, screensaver log,5/8/2011
31104,How do you recover from a failed upgrade ('apt-get -f install' and 'dpkg --configure -a' fail)?,37000.0,3,14,153131, 12.04 10.04 upgrade data-recovery partial-upgrade,6/19/2012
31105,How do I install/upgrade to KDE 4.9?,14000.0,1answer,14,170983, 12.04 installation kubuntu kde,8/1/2012
31107,Broken sudo: can't open /etc/sudoers: No such file or directory,10000.0,3,14,46434, filesystem live-usb sudo,6/1/2011
31109,Do I need to use canonical Livepatch?,4000.0,3,13,1089584, security canonical-livepatch,11/2/2018
31110,How to customize/add keyboard shortcuts for evince,2000.0,1answer,13,555401, 14.04 shortcut-keys evince,12/1/2014
31114,Scanner detected with sane-find-scanner but not with scanimage -L or sudo scanimage -L,23000.0,1answer,13,178833, scanner sane fujitsu-siemens,8/22/2012
31115,Wifi disconnected after resume 16.04 - Other solutions don't work,1000.0,3,13,845800, networking wireless 16.04 network-manager suspend,11/5/2016
31116,How do I change the icon size in the KDE status bar?,2000.0,2,13,420598, icons themes kde fonts display-resolution,2/13/2014
31117,How to install zlib libgcrypt using apt-get?,49000.0,1answer,13,210598, software-installation,11/1/2012
31118,Can I change the name of the guake tab to show the current command?,4000.0,6,13,18975, command-line guake,12/27/2010
31119,Difference between ps -aux and ps aux [duplicate],5000.0,1answer,12,1021903, command-line ps,4/4/2018
31120,How do I find out what my default terminal text editor is? [duplicate],15000.0,3,12,709029, command-line environment-variables text-editor,12/13/2015
31121,Which usenet client would you recommend for binary downloads?,19000.0,3,12,46472, software-recommendation downloads client,6/1/2011
31123,UI elements become completely unresponsive,3000.0,7,12,56645, 11.04 gui,8/11/2011
31125,Swap not being detected on 14.04 LTS,11000.0,1answer,12,456194, partitioning mount 14.04 gparted swap,4/27/2014
31127,How Do I Change Some Of The Default Shortcuts?,13000.0,1answer,12,136622, shortcut-keys,5/14/2012
31128,Installing multiple packages at the same time,23000.0,2,12,874611, apt package-management,1/21/2017
31129,Can't install ubuntu-touch (dual boot) on mobile (stuck in <waiting for device>),1000.0,2,12,666070, ubuntu-touch android,8/26/2015
31130,What does the name after '@' at terminal prompt mean?,4000.0,6,12,6114, command-line ps1,10/11/2010
31131,How to install specific versions of Google Chrome / Chromium?,41000.0,5,12,243394, google-chrome chromium google testing,1/15/2013
31132,Login to tty as guest?,2000.0,2,12,158447, login tty guest-session,7/1/2012
31133,nginx dependency problem trying to upgrade,31000.0,3,11,243568, 12.04 apt updates dpkg nginx,1/15/2013
31134,Ubuntu settings after adding additional RAM,4000.0,1answer,11,733112, 14.04 ram,2/13/2016
31135,Does root ownership and exclusive access imply encryption?,2000.0,4,11,1001384, permissions encryption ownership,1/30/2018
31137,Problem with USB mouse in Ubuntu 16.04,3000.0,2,11,764233, drivers usb mouse 16.04 freeze,4/28/2016
31138,What is the difference between Ubuntu Kubuntu Xubuntu and Lubuntu restricted extras/addons?,5000.0,1answer,11,248769, codecs ubuntu-restricted-extras,1/28/2013
31140,Google Talk account not working with Empathy,19000.0,4,11,105730, empathy google-talk,2/19/2012
31141,How can I downgrade mysql 5.7 to 5.6 on Ubuntu 16.04?,35000.0,2,11,792571, 16.04 mysql,6/29/2016
31143,Broken sudo: can't open /etc/sudoers: No such file or directory,10000.0,3,14,46434, filesystem live-usb sudo,6/1/2011
31144,My Rhythmbox not playing mp3,42000.0,6,14,750418, rhythmbox mp3 codecs,3/26/2016
31145,How to install zlib libgcrypt using apt-get?,49000.0,1answer,13,210598, software-installation,11/1/2012
31146,How do I change the icon size in the KDE status bar?,2000.0,2,13,420598, icons themes kde fonts display-resolution,2/13/2014
31147,Wifi disconnected after resume 16.04 - Other solutions don't work,1000.0,3,13,845800, networking wireless 16.04 network-manager suspend,11/5/2016
31148,Scanner detected with sane-find-scanner but not with scanimage -L or sudo scanimage -L,23000.0,1answer,13,178833, scanner sane fujitsu-siemens,8/22/2012
31150,How to customize/add keyboard shortcuts for evince,2000.0,1answer,13,555401, 14.04 shortcut-keys evince,12/1/2014
31151,Can I change the name of the guake tab to show the current command?,4000.0,6,13,18975, command-line guake,12/27/2010
31155,Do I need to use canonical Livepatch?,4000.0,3,13,1089584, security canonical-livepatch,11/2/2018
31157,Login to tty as guest?,2000.0,2,12,158447, login tty guest-session,7/1/2012
31158,Difference between ps -aux and ps aux [duplicate],5000.0,1answer,12,1021903, command-line ps,4/4/2018
31159,What does the name after '@' at terminal prompt mean?,4000.0,6,12,6114, command-line ps1,10/11/2010
31160,How to install specific versions of Google Chrome / Chromium?,41000.0,5,12,243394, google-chrome chromium google testing,1/15/2013
31161,UI elements become completely unresponsive,3000.0,7,12,56645, 11.04 gui,8/11/2011
31163,Installing multiple packages at the same time,23000.0,2,12,874611, apt package-management,1/21/2017
31164,Which usenet client would you recommend for binary downloads?,19000.0,3,12,46472, software-recommendation downloads client,6/1/2011
31165,How Do I Change Some Of The Default Shortcuts?,13000.0,1answer,12,136622, shortcut-keys,5/14/2012
31166,Can't install ubuntu-touch (dual boot) on mobile (stuck in <waiting for device>),1000.0,2,12,666070, ubuntu-touch android,8/26/2015
31167,Swap not being detected on 14.04 LTS,11000.0,1answer,12,456194, partitioning mount 14.04 gparted swap,4/27/2014
31168,How do I find out what my default terminal text editor is? [duplicate],15000.0,3,12,709029, command-line environment-variables text-editor,12/13/2015
31170,nginx dependency problem trying to upgrade,31000.0,3,11,243568, 12.04 apt updates dpkg nginx,1/15/2013
31171,respawning too fast stopped. How to make UPSTART disable for 5 mins?,17000.0,1answer,11,52309, upstart job-control,7/8/2011
31172,What is the difference between Ubuntu Kubuntu Xubuntu and Lubuntu restricted extras/addons?,5000.0,1answer,11,248769, codecs ubuntu-restricted-extras,1/28/2013
31173,Google Talk account not working with Empathy,19000.0,4,11,105730, empathy google-talk,2/19/2012
31174,Disable automatic brightness according to content in Ubuntu 14.04,1000.0,2,11,676918, 14.04 graphics brightness,9/22/2015
31175,how do I install Aptitude on Ubuntu,47000.0,1answer,11,532842, aptitude,9/18/2014
31176,How can I downgrade mysql 5.7 to 5.6 on Ubuntu 16.04?,35000.0,2,11,792571, 16.04 mysql,6/29/2016
31177,Upstart tracking wrong PID of process - not respawning,14000.0,3,11,319199, upstart services ruby,7/12/2013
31179,How to stop the Unity Desktop [duplicate],29000.0,2,11,73767, unity,10/30/2011
31180,pci=nomsinoaer in /etc/default/grub : any downside?,13000.0,2,11,726100, grub2 log pci,1/27/2016
31181,Does root ownership and exclusive access imply encryption?,2000.0,4,11,1001384, permissions encryption ownership,1/30/2018
31182,Problem with USB mouse in Ubuntu 16.04,3000.0,2,11,764233, drivers usb mouse 16.04 freeze,4/28/2016
31183,Dropbox does not sync on ubuntu 14.04,19000.0,6,11,511486, dropbox,8/14/2014
31184,How can you reverse left and right speakers from a control panel?,8000.0,1answer,11,111523, sound,3/9/2012
31186,Can Nautilus use correct lexicographic sort?,1000.0,2,11,41390, gnome nautilus,5/9/2011
31187,rm: cannot remove `/run/user/root/gvfs': Is a directory,10000.0,1answer,11,233668, 12.10 sudo rm,12/28/2012
31188,Spotify has stopped working on the latest Ubuntu today 15.04 [closed],20000.0,5,11,613081, spotify 15.04,4/23/2015
31189,Digital Audio Workstation: alternatives to Logic Pro or Cubase for Ubuntu?,8000.0,3,11,232615, music midi daw,12/25/2012
31190,Ubuntu settings after adding additional RAM,4000.0,1answer,11,733112, 14.04 ram,2/13/2016
31192,SIP client in Ubuntu Touch?,4000.0,2,11,262802, ubuntu-touch voip sip asterisk,3/1/2013
31193,How to enable persistent option in disk creator?,4000.0,4,10,16112, usb installation persistent usb-creator,12/3/2010
31194,Using 'dd' command to create bootable USB stick,89000.0,3,10,512059, boot usb system-installation live-usb,8/16/2014
31195,How do I stop the 'Free the Fish' Easter Egg?,10000.0,2,10,41984, gnome easter-egg,5/11/2011
31196,Adding custom path by updating ~/.profile with not working,28000.0,2,10,359067, environment-variables user-profile,10/14/2013
31199,Move window to right/left workspace shortcut,27000.0,7,10,98872, keyboard shortcut-keys,1/27/2012
31200,Where can I download the ISO torrents for Ubuntu?,6000.0,3,10,148814, release-management bittorrent,6/10/2012
31201,LibreOffice 4.0's menu bar is not integrated with Unity,6000.0,3,10,256837, 12.10 libreoffice panel hud menu-bar,2/16/2013
31203,No output from service start/stop/restart command,23000.0,1answer,10,792940, command-line 16.04 services restart,6/29/2016
31204,How can I export a PDF from GIMP with each layer on a new page,7000.0,3,10,913761, pdf images gimp document,5/10/2017
31206,Dual screens with one workspace on each?,2000.0,1answer,10,17876, xorg multiple-monitors,12/17/2010
31207,Why does Déjà Dup say there is no space left?,4000.0,5,10,67397, backup deja-dup,10/16/2011
31209,Automatically sync a folder to a USB when USB is plugged in?,6000.0,2,10,29523, usb backup sync,3/8/2011
31210,How to automatically turn off hard drive when not used? [duplicate],3000.0,1answer,10,711019, hard-drive hardware gnome-disk-utility,12/18/2015
31211,Can't get the shared clipboard to work on Ubuntu 14.04,8000.0,2,10,482503, virtualbox clipboard sharing,6/12/2014
31212,Upgrade vs Clean Install,1000.0,3,10,17367, upgrade,12/14/2010
31213,How to install googletest?,22000.0,1answer,10,97626, package-management,1/22/2012
31214,/usr/lib/cups/backend/hp has failed with an HP LaserJet p3005,9000.0,7,10,22048, 10.10 hp printing,1/18/2011
31215,HTML pair tag highlight alternative for Geany editor on Ubuntu 14.04,2000.0,1answer,10,589172, 14.04 geany,2/24/2015
31216,Create keyboard shortcut to open home folder (Nautilus)?,16000.0,1answer,10,132557, 12.04 shortcut-keys vmware,5/6/2012
31217,Can I ssh (into a mobile device) via USB?,9000.0,2,10,65500, usb ssh tablet embedded-system,10/12/2011
31218,Is there an android-like live wallpaper for unity?,5000.0,6,10,80667, desktop-environments wallpaper,11/19/2011
31219,Prevent LiveCD using existing swap partition,4000.0,4,10,8626, 10.04 boot live-cd,10/21/2010
31220,Upgrade from Ubuntu 17.04 to 17.10 in VirtualBox 5.1.26 - very slow!,5000.0,4,10,967000, virtualbox 17.10,10/21/2017
31224,How can I know when my screen was locked last time?,7000.0,3,10,435069, log lock-screen idle,3/16/2014
31225,How to put executable to /usr/local/bin? [duplicate],34000.0,3,10,877992, command-line paths,1/30/2017
31226,Return HUD key from Mod 2 + Alt L back to Alt L,4000.0,3,10,140368, shortcut-keys hud,5/21/2012
31228,Gnome 3: How do I get the same mouse cursors in Chrome?,13000.0,3,10,746139, gnome google-chrome cursor cursor-theme,3/15/2016
31231,Are GNOME Shell extensions compatible with Unity?,8000.0,2,10,85915, unity gnome extension gnome-shell-extension,12/7/2011
31232,Where is Rhythmbox's playlist information stored?,3000.0,1answer,9,77134, rhythmbox playlists,11/8/2011
31233,Compose key not working on Ubuntu 16.04,2000.0,4,9,815003, 16.04 keyboard compose-key,8/21/2016
31234,How can I solve display glitches and poor performance with ATI fglrx driver on my ThinkPad X100e?,3000.0,2,9,8875, xorg ati display thinkpad fglrx,10/22/2010
31235,Can't mount USB : Not Authorized,45000.0,5,9,120147, mount usb-drive,4/8/2012
31236,USB drive not recognized after Erase Disk,11000.0,4,9,196667, usb-drive,10/5/2012
31239,How to solve unmet dependencies when installing Nvidia drivers?,19000.0,4,9,260504, drivers nvidia dependencies,2/24/2013
31240,Disabling IPv6 on a single interface,31000.0,3,9,316492, networking ipv6,7/4/2013
31241,I permanently changed my PATH variable by mistake and I am unable to login now. How to change my PATH variable to default?,2000.0,2,9,803267, command-line bash environment-variables,7/26/2016
